2019 07 06 03 47 52.980  38457687  35.90800 -117.74833   7.290  5.50      57                                         2.700   0.100   0.300   0.090                                le   3d
2019 07 06 03 19 52.260  38457511  35.76883 -117.59717   1.860  7.10      48                                         4.800   0.100   0.400   0.090                                le   3d
2019 07 04 17 33 48.530  38443183  35.70750 -117.50150  11.780  6.40      58                                         7.400   0.100   0.300   0.080                                le   3d
